Product_Name,Brand,Model,Connectivity,Type,Battery_Life,Driver_Size,Mic,Colour,Features,Selling_Price,MRP,Discount,Rating,Reviews,URL
"Audio-Technica ATH-M50xBT2 Bluetooth Wireless Over Ear Headphones with Dual mic, 45MM Large-Aperture Drivers, 50-Hour Battery Life, USB-C Fast Charging, Studio Sound, Dual Pairing- Black",Audio,,Wireless,Over-Ear,,45MM,Yes,Blue,Fast Charging,"18,989","₹23,490₹23,490",,4.5 out of 5 stars,572,https://www.amazon.in/Audio-Technica-ATH-M50xBT2-Bluetooth-Headphones-Large-Aperture/dp/B0BK12XQNB/ref=sr_1_248?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-248
Apple EarPods with Lightning Connector,Apple,,,,,,No,,,"1,549","₹2,000₹2,000",,4.2 out of 5 stars,"5,845",https://www.amazon.in/Apple-EarPods-with-Lightning-Connector/dp/B0D7MNX9Y5/ref=sr_1_249?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-249
Razer BlackShark V2 X - White | Multi-Platform Wired Esports On Ear Headset - RZ04-03240700-R3M1,Razer,BlackShark V2 X,Wired,On-Ear,,,No,Black,,"2,999","₹7,999₹7,999",,4.4 out of 5 stars,"1,054",https://www.amazon.in/Razer-BlackShark-V2-Multi-Platform-RZ04-03240700-R3M1/dp/B09QFYNJMB/ref=sr_1_250?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-250
Let us know,Let,,,,,,No,,,"4,999","₹4,99,900₹4,99,900",,3.9 out of 5 stars,"8,460",https://www.amazon.in#
Let us know,Let,,,,,,No,,,"5,999","₹22,999₹22,999",,3.9 out of 5 stars,"5,258",https://www.amazon.in#
"Logitech G431 with 7.1 Surround Sound, DTS X 2.0, 50 mm Audio Drivers, USB and 3.5 mm Jack, Flip-to-Mute Mic Wired Over Ear Headphones with Mic for PC - Black",Logitech,,Wired,Over-Ear,,50 mm,Yes,red,,"3,995","₹7,995₹7,995",,4.0 out of 5 stars,265,https://www.amazon.in/Logitech-G431-Surround-Headset-Headphone/dp/B07QB2Y272/ref=sr_1_253?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-253
"Audio-Technica ATH-AD900X Open-Back Headphones | Studio Headphones for Music Production, 53mm Driver, CCAW Coil",Audio,,,,,53mm,No,,,"22,899","₹22,89,900₹22,89,900",,4.5 out of 5 stars,822,https://www.amazon.in/Technica-ATH-AD900X-Open-Back-Audiophile-Headphones/dp/B009S331VU/ref=sr_1_254?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-254
"Bose New QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-The-Ear Headphones with Mic, Up to 24 Hours of Battery Life, Black",Bose,New QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio,Wireless,,24 Hours,,Yes,Black,"Noise Cancelling, ANC","24,989","₹35,900₹35,900",,4.2 out of 5 stars,"7,625",https://www.amazon.in/Bose-QuietComfort-Wireless-Cancelling-Headphones/dp/B0CCZ1L489/ref=sr_1_255?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-255
"FRONTECH Wired Over-Ear Multimedia Headphones with Mic | 3.5mm Single Audio Jack| Adjustable Headband & Soft Cushions | Compatible with PC, Laptop & Mobile – White & Blue (HF-3452)",FRONTECH,Wired Over,Wired,Over-Ear,,5mm,Yes,red,,419,"₹41,900₹41,900",,5.0 out of 5 stars,1,https://www.amazon.in/FRONTECH-Multimedia-Headphones-Adjustable-Compatible/dp/B0FJXBG8ZF/ref=sr_1_256?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-256
"JBL Tune 310 Wired in Ear Type C Headphones, Hi-Res Audio with Digital-to-Analog Converter, 3-Button EQ Preset Remote with Microphone, Tangle-Free Flat Cable, Compatible with USB-C Devices (Black)",JBL,Tune 310 Wired in Ear Type C Headphones,Wired,In-Ear,,,Yes,red,Hi-Res,"1,257","₹1,999₹1,999",,3.9 out of 5 stars,"65,404",https://www.amazon.in/JBL-Headphones-Microphone-Tangle-Free-Compatible/dp/B0CTMTYY1D/ref=sr_1_257?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-257
"Sennheiser Momentum 4 Wireless Over Ear Headphones, German Design, ANC, 60h Battery, Customizable Sound, 4 Digital Mics for Crystal-Clear Calls, Multipoint Connectivity, 2 Yr Warranty, Graphite",Sennheiser,Momentum 4 Wireless Over Ear Headphones,Wireless,Over-Ear,,,Yes,,ANC,"20,990","₹34,990₹34,990",,4.4 out of 5 stars,"9,741",https://www.amazon.in/Sennheiser-Headphones-Bluetooth-Crystal-Clear-Cancellation-Design-Graphite/dp/B0CQ2TBSPV/ref=sr_1_258?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-258
"SONY MDR-ZX310AP Black Over-Ear Headphones with Built-in Mic, Lightweight & Foldable Design for Calls, Music & Gaming | Compatible with Smartphones, Tablets & Laptops",SONY,MDR,,Over-Ear,,,Yes,Black,Gaming,"1,599","₹2,190₹2,190",,4.1 out of 5 stars,"6,208",https://www.amazon.in/Sony-MDR-ZX310AP-Headphones-Lightweight-Smartphones/dp/B00IKYI6FO/ref=sr_1_259?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-259
"Sennheiser CX 80s Wired in Ear Earphones with in-Line Microphone, Superior Sound, One Button Smart Control, Lightweight Design, 3.5mm Jack, 3 Ear Tip Sizes, 2Y Warranty, Black",Sennheiser,CX 80s Wired in Ear Earphones with in,Wired,In-Ear,,5mm,Yes,red,,"1,490","₹2,490₹2,490",,4.0 out of 5 stars,"1,743",https://www.amazon.in/Sennheiser-CX-80S-Headphones-One-Button/dp/B084X7Y51M/ref=sr_1_260?dib=eyJ2IjoiMSJ9.jCRDgYWqI8phRBENRSbyvxsUPqa3s_-DcUVVML04fRIT8i8y2uyM9GG6I-uzK4t9f4bzyIfSjiCxBGjpZ0iB030OpN8Z1zRzC_lyMJBsk9Yrj1vvnbU9IqGpA2iG0_4yEJWzrxmVBsVWZMe-TUdA4xcf-ua3zn90Vobeb8MxMZwSm4ChVo2ekB6uRj1QcxLBo0HzBEBUIaBzF4wRRDasRYDdjrrk2UrqOLZCf1tfL2M.gaQLpaAGLj-ckYFktaTQVEHK0rV5TgcwbPMaWKGCCOs&dib_tag=se&keywords=headphones&qid=1758673037&sr=8-260
Let us know,Let,,,,,,No,,,"5,143","₹5,14,300₹5,14,300",,4.2 out of 5 stars,"14,710",https://www.amazon.in#
Let us know,Let,,,,,,No,,,"62,023",,,4.5 out of 5 stars,2,https://www.amazon.in#
Let us know,Let,,,,,,No,,,"1,499","₹3,299₹3,299",,4.2 out of 5 stars,195,https://www.amazon.in#
Let us know,Let,,,,,,No,,,"1,198","₹1,19,800₹1,19,800",,4.6 out of 5 stars,7,https://www.amazon.in#
"JBL Quantum 100 Wired Over Ear Gaming Headphones with Mic, 40mm Realistic Dynamic Drivers, Detachable Boom Mic, 1kHz Sensitivity, Memory Foam Cushioning, PC/Mobile/PS/Xbox/Nintendo/VR Compatible-Black",JBL,Quantum 100 Wired Over Ear Gaming Headphones with Mic,Wired,Over-Ear,,40mm,Yes,red,Gaming,"1,999","₹3,999₹3,999",,3.9 out of 5 stars,"16,184",https://www.amazon.in/JBL-Quantum-Over-Ear-Headset-Detachable/dp/B083X24CFF/ref=sr_1_259?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-259
"FRONTECH Multimedia Wired Headphone with Mic| Volume Control| Dynamic Sound| Adjustable Height| 40mm Speaker| USB Plug (HF-3451, Black)",FRONTECH,Multimedia Wired Headphone with Mic,Wired,,,40mm,Yes,red,,789,"₹1,400₹1,400",,4.2 out of 5 stars,8,https://www.amazon.in/FRONTECH-Multimedia-Headphone-Adjustable-HF-3451/dp/B0DPGBJT35/ref=sr_1_260?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-260
"ZEBRONICS Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible (Green)",ZEBRONICS,Bro in Ear Wired Earphones with Mic,Wired,In-Ear,,5mm,Yes,red,,99,₹707.14₹707.14,,3.5 out of 5 stars,"63,686",https://www.amazon.in/ZEBRONICS-Zeb-Bro-Earphones-Compatible-Green/dp/B09R24JBYV/ref=sr_1_261?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-261
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue)",ZEBRONICS,Zeb,Wired,In-Ear,,5mm,Yes,red,,99,₹707.14₹707.14,,3.5 out of 5 stars,"63,686",https://www.amazon.in/ZEBRONICS-Zeb-Bro-Earphones-Drivers-Compatible/dp/B09R24HMNW/ref=sr_1_262?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-262
"JBL Quantum 100M2 Wired Gaming Headphones, Supports Windows sonic spatial audio,40mm Realistic Dynamic Drivers, Omnidirectional Detachable Mic, Breathable Memory Foam cushions, PC/Xbox/PS/3.5mm-Purple",JBL,Quantum 100M2 Wired Gaming Headphones,Wired,,,40mm,Yes,red,Gaming,"2,999","₹4,499₹4,499",,4.5 out of 5 stars,"2,460",https://www.amazon.in/JBL-Headphones-Omnidirectional-Detachable-3-5mm-Purple/dp/B0D6NKHNRP/ref=sr_1_263?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-263
Sony MDR-7506 Professional Wired On Ear Headphones (Best Compatible with Professional Cinema Line Camera) - Black,Sony,MDR,Wired,On-Ear,,,No,red,,"9,249","₹4,021.30₹4,021.30",,4.6 out of 5 stars,"26,041",https://www.amazon.in/Sony-MDR-7506-Professional-Headphones-Black/dp/B000AJIF4E/ref=sr_1_264?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-264
"Spigen Audio Newly Launched SA-HP P10 Wireless Over Ear Headphones with 60H Playtime, Upto 43dB Multi-Mode Adaptive ANC Pro, EQ Customizing App, 5-MIC, Gaming Mode, 40mm Driver - Black",Spigen,Audio Newly Launched SA,Wireless,Over-Ear,,40mm,Yes,Black,"ANC, Gaming","3,299","₹3,29,900₹3,29,900",,3.8 out of 5 stars,44,https://www.amazon.in/Spigen-Launched-Headphones-Multi-Mode-Customizing/dp/B0DGX1VCWX/ref=sr_1_265?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-265
boAt Bassheads 100 in Ear Wired Headphones with Mic (White),boAt,,Wired,In-Ear,,,Yes,red,,349,₹999₹999,,4.1 out of 5 stars,"426,462",https://www.amazon.in/boAt-BassHeads-100-Headphones-White/dp/B07234XXJF/ref=sr_1_266?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-266
Let us know,Let,,,,,,No,,,"19,999","₹48,700₹48,700",,4.0 out of 5 stars,65,https://www.amazon.in#
Let us know,Let,,,,,,No,,,"8,999","₹8,99,900₹8,99,900",,4.2 out of 5 stars,"1,584",https://www.amazon.in#
"HAMMER Bash Vivid ANC Wireless Bluetooth Over-Ear Headphones with 23 dB Active Noise Cancellation, 70h Playtime, Type-C Fast Charging, 40mm Sound Drivers, Wired/Wireless, Comfort Fit, Foldable Black",HAMMER,Bash Vivid ANC Wireless Bluetooth Over,Wireless,Over-Ear,,40mm,No,Blue,"ANC, Fast Charging","1,799","₹4,999₹4,999",,4.3 out of 5 stars,12,https://www.amazon.in/HAMMER-Bash-Vivid-Headphones-Cancellation/dp/B0FJL5QCFR/ref=sr_1_269?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-269
"HyperX Cloud Stinger 2 Greatness Refined, Lightweight Wired Over Ear Headset with mic, Swivel-to-Mute Function, 50mm Drivers, PC Compatible - Black (519T1AA)",HyperX,Cloud Stinger 2 Greatness Refined,Wired,Over-Ear,,50mm,Yes,red,,"2,999","₹6,097₹6,097",,4.1 out of 5 stars,"2,356",https://www.amazon.in/HyperX-Greatness-Lightweight-Function-Compatible/dp/B0B8PGDMWK/ref=sr_1_270?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-270
"boAt Nirvana Eutopia Bluetooth Over Ear Headphones with Head Tracking Function, Spatial Audio,20 HRS Playtime, Enx™ Tech, ASAP™ Charge, Hearables App(Android & iOS Compatible)(Primia Black)",boAt,Nirvana Eutopia Bluetooth Over Ear Headphones with Head Tracking Function,Wireless,Over-Ear,20 HRS,,No,Blue,,"4,017","₹7,490₹7,490",,4.0 out of 5 stars,122,https://www.amazon.in/boAt-Nirvana-Eutopia-Headphones-Compatible/dp/B0CVRXTRBY/ref=sr_1_271?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-271
"HAMMER Blaze Wired Over Ear Gaming Headphones with Mic, 50mm Drivers, Full RGB Lights, Gaming Headset with Adjustable Bands, Breathable earcushion, 1.5Mtr Wire with USB (Cyan)",HAMMER,Blaze Wired Over Ear Gaming Headphones with Mic,Wired,Over-Ear,,50mm,Yes,red,Gaming,"1,599","₹8,999₹8,999",,4.4 out of 5 stars,114,https://www.amazon.in/HAMMER-Blaze-Headphones-Adjustable-Breathable/dp/B0CX98RZHD/ref=sr_1_272?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-272
"FRONTECH Wired Over-Ear Multimedia Headphones with Mic | 3.5mm Single Audio Jack| Adjustable Headband & Soft Cushions | Compatible with PC, Laptop & Mobile – White & Blue (HF-3452)",FRONTECH,Wired Over,Wired,Over-Ear,,5mm,Yes,red,,419,"₹41,900₹41,900",,5.0 out of 5 stars,1,https://www.amazon.in/FRONTECH-Multimedia-Headphones-Adjustable-Compatible/dp/B0FJXBG8ZF/ref=sr_1_273?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-273
"JBL Tune 310 Wired in Ear Type C Headphones, Hi-Res Audio with Digital-to-Analog Converter, 3-Button EQ Preset Remote with Microphone, Tangle-Free Flat Cable, Compatible with USB-C Devices (Black)",JBL,Tune 310 Wired in Ear Type C Headphones,Wired,In-Ear,,,Yes,red,Hi-Res,"1,257","₹1,999₹1,999",,3.9 out of 5 stars,"65,404",https://www.amazon.in/JBL-Headphones-Microphone-Tangle-Free-Compatible/dp/B0CTMTYY1D/ref=sr_1_274?dib=eyJ2IjoiMSJ9.zdeBNOqZPG6_Glfi5DTnNqDKv6rj_uJv7xQlGhbhpLHa-rP53w2f5PanXQOC4i7-D74cUdrZQfzuHf-wazXgfpFtWuunyABgD98gL5QFVuudpv2d3lZKCjsOz_TsBg071DbPHNvqWhxSHNMV2L-pHdW5vOpo9GDTK9a-j2Ap6mEtxP3Dgk-4LT1cTUsDk3rEGas6BKxJbHR2mFmlBJG6xj9R2L-2SCqn075z1uEweMI.4gsEBCAIuU-ipseR05qPNuTp6aqJ9rokMd7TOX6VQaU&dib_tag=se&keywords=headphones&qid=1758673044&sr=8-274
